id,slug,title,original_url,wp_status,date,new_category,new_category_key,series,series_key,episode,sub_episode,new_tags,old_categories,old_tags,char_count,image_count,review_status,review_reason,featured,excerpt
2709,the-story-of-meeting-gore-3-autobiography-100,ゴアに出会う話３（放浪記１００）,https://qryptraveller.com/the-story-of-meeting-gore-3-autobiography-100/,publish,2022-03-04 17:15:00,放浪記,wandering,放浪記,wandering_log,100,,,放浪記,,3554,1,Published,,,
2858,the-story-of-meeting-gore-4-autobiography-101,ゴアに出会う話４（放浪記１０１）,https://qryptraveller.com/the-story-of-meeting-gore-4-autobiography-101/,publish,2022-03-05 17:24:00,放浪記,wandering,放浪記,wandering_log,101,,,放浪記,,2536,0,Published,,,
2862,the-story-of-meeting-gore-5-autobiography-102,ゴアに出会う話５（放浪記１０２）,https://qryptraveller.com/the-story-of-meeting-gore-5-autobiography-102/,publish,2022-03-06 17:34:00,放浪記,wandering,放浪記,wandering_log,102,,,放浪記,,2486,0,Published,,,
2867,the-story-of-meeting-gore-6-autobiography-103,ゴアに出会う話６（放浪記１０３）,https://qryptraveller.com/the-story-of-meeting-gore-6-autobiography-103/,publish,2022-03-07 17:39:00,放浪記,wandering,放浪記,wandering_log,103,,旅行,放浪記,旅行記,2596,0,Published,,,
2871,the-story-of-meeting-gore-7-autobiography-104,ゴアに出会う話７（放浪記１０４）,https://qryptraveller.com/the-story-of-meeting-gore-7-autobiography-104/,publish,2022-03-08 17:44:00,放浪記,wandering,放浪記,wandering_log,104,,旅行,放浪記,旅行記,2444,0,Published,,,
2877,the-story-of-meeting-gore-8-autobiography-105,ゴアに出会う話８（放浪記１０５）,https://qryptraveller.com/the-story-of-meeting-gore-8-autobiography-105/,publish,2022-03-09 17:49:00,放浪記,wandering,放浪記,wandering_log,105,,,放浪記,,2370,0,Published,,,
2881,the-story-of-meeting-gore-9-autobiography-106,ゴアに出会う話９（放浪記１０６）,https://qryptraveller.com/the-story-of-meeting-gore-9-autobiography-106/,publish,2022-03-10 17:59:00,放浪記,wandering,放浪記,wandering_log,106,,,放浪記,,2442,0,Published,,,
2885,the-story-of-meeting-gore-10-autobiography-107,ゴアに出会う話１０（放浪記１０７）,https://qryptraveller.com/the-story-of-meeting-gore-10-autobiography-107/,publish,2022-03-11 18:05:00,放浪記,wandering,放浪記,wandering_log,107,,旅行,放浪記,旅行記,2442,0,Published,,,
4927,part-6-5-7-trump-still-has-real-power-the-theory-of-delegation-of-authority-that-explains-why-from-a-legal-aspect-is-amazing,パート６　５/７ 　デボリューション理論,https://qryptraveller.com/part-6-5-7-trump-still-has-real-power-the-theory-of-delegation-of-authority-that-explains-why-from-a-legal-aspect-is-amazing/,publish,2022-03-03 05:08:00,思想・理論,thought,デボリューション理論,devolution,6,5/7,クーデター; トランプ; 不正選挙; 情報戦争; 戦争,デボリューション理論の記事集,Devolution; Theory; クーデター; デボリューション; デボルーション; デヴォリューション; デヴォルーション; トランプ; 不正選挙; 情報戦争; 戦争; 権限委譲; 権限委譲理論; 理論,2273,0,Published,,,"権限委譲計画の中心にいるクリストファー・ミラー氏は、アンティファ対策の中心人物でもある。

ミラー氏によると、アンティファを支援し指示している外国のテロ組織は、米国内にオフィスを構え、銀行口座を持っている"
4928,part-6-6-7-trump-still-has-real-power-the-theory-of-delegation-of-authority-is-amazing-explaining-the-legal-aspects-of-why,パート６　６/７ 　デボリューション理論,https://qryptraveller.com/part-6-6-7-trump-still-has-real-power-the-theory-of-delegation-of-authority-is-amazing-explaining-the-legal-aspects-of-why/,publish,2022-03-04 06:24:00,思想・理論,thought,デボリューション理論,devolution,6,6/7,クーデター; トランプ; 不正選挙; 情報戦争; 戦争,デボリューション理論の記事集,Devolution; Theory; クーデター; デボリューション; デボルーション; デヴォリューション; デヴォルーション; トランプ; 不正選挙; 情報戦争; 戦争; 権限委譲; 権限委譲理論; 理論,2594,0,Published,,,"トランプ大統領は１月６日の集会で、平和的に抗議をすることを意図していたが、その声は主流メディアによって潰された。

トランプ大統領がわざと演説に遅れたため、実際に国会議事堂襲撃事件が起こった時には、トランプ支持者は演説を聞いていた。

メディアによって語られる、トランプ支持者による国会議事堂襲撃事件には、実際にはトランプ支持者は参加していない。

それでも、メディアやビッグテックや腐敗した政治家た"
4965,part-6-7-7-trump-still-has-the-real-power-the-theory-of-delegation-of-authority-that-explains-why-from-a-legal-perspective-is-amazing,パート６　７/７ 　デボリューション理論,https://qryptraveller.com/part-6-7-7-trump-still-has-the-real-power-the-theory-of-delegation-of-authority-that-explains-why-from-a-legal-perspective-is-amazing/,publish,2022-03-05 06:33:00,思想・理論,thought,デボリューション理論,devolution,6,7/7,クーデター; トランプ; 不正選挙; 情報戦争; 戦争,デボリューション理論の記事集,Devolution; Theory; クーデター; デボリューション; デボルーション; デヴォリューション; デヴォルーション; トランプ; 不正選挙; 情報戦争; 戦争; 権限委譲; 権限委譲理論; 理論,3514,1,Published,,,"トランプ陣営は、かねてから１月６日の事件が起こることを予期しており、あらかじめ対策をとっていた。

権限委譲計画とアンティファ対策の両方に深く関わっているミラー国防長官は、あらゆる情報を集めアンティファとその関係者を監視し、準備を整えていた。

１月６日の事件は、反トランプ勢力による策謀であり、それを予期していたトランプ陣営による反トランプ勢力を一網打尽にする罠でもあった。"
4974,part-7-1-12-trump-still-has-real-power-the-theory-of-delegation-of-authority-that-explains-why-from-a-legal-aspect-is-awesome,パート７　１/１２ 　デボリューション理論,https://qryptraveller.com/part-7-1-12-trump-still-has-real-power-the-theory-of-delegation-of-authority-that-explains-why-from-a-legal-aspect-is-awesome/,publish,2022-03-06 07:11:00,思想・理論,thought,デボリューション理論,devolution,7,1/12,クーデター; トランプ; 不正選挙; 情報戦争; 戦争,デボリューション理論の記事集,Devolution; Theory; クーデター; デボリューション; デボルーション; デヴォリューション; デヴォルーション; トランプ; 不正選挙; 情報戦争; 戦争; 権限委譲; 権限委譲理論; 理論,1762,1,Published,,,"トランプ大統領は国会議事堂乱入事件の前日に、権限委譲計画の鍵となる大統領に署名していた。

その背景として、挙の公正さに関する大統領諮問委員会の設立と解散や、「投票者IDによる新しい投票システムを作らなければいけない」と言った発言が重要になってくる。"
4975,part-7-2-12-trump-still-has-the-power-the-theory-of-delegation-of-authority-is-amazing-explaining-the-legal-aspects-of-why,パート７　２/１２ 　デボリューション理論,https://qryptraveller.com/part-7-2-12-trump-still-has-the-power-the-theory-of-delegation-of-authority-is-amazing-explaining-the-legal-aspects-of-why/,publish,2022-03-07 07:05:00,思想・理論,thought,デボリューション理論,devolution,7,2/12,クーデター; トランプ; 不正選挙; 情報戦争; 戦争,デボリューション理論の記事集,Devolution; Theory; クーデター; デボリューション; デボルーション; デヴォリューション; デヴォルーション; トランプ; 不正選挙; 情報戦争; 戦争; 権限委譲; 権限委譲理論; 理論,1941,0,Published,,,"トランプ大統領は、選挙が盗まれる事態を予測していたので、２０１８年の段階で不正選挙に関わった外国の勢力を厳しく制裁できる大統領令を発令していた。

国家情報長官は、大統領令に従い４５日以内に調査の報告を詳細に精査し、裏付けをとった上で大統領と関係省庁に報告する義務がある。

特に国防長官への報告が権限委譲計画にとって重要になる。"
5008,part-7-3-12-trump-still-has-real-power-his-theory-of-delegation-of-authority-is-amazing-explaining-the-legal-aspects-of-why,パート７　３/１２ 　デボリューション理論,https://qryptraveller.com/part-7-3-12-trump-still-has-real-power-his-theory-of-delegation-of-authority-is-amazing-explaining-the-legal-aspects-of-why/,publish,2022-03-08 03:01:00,思想・理論,thought,デボリューション理論,devolution,7,3/12,クーデター; トランプ; 不正選挙; 情報戦争; 戦争,デボリューション理論の記事集,Devolution; Theory; クーデター; デボリューション; デボルーション; デヴォリューション; デヴォルーション; トランプ; 不正選挙; 情報戦争; 戦争; 権限委譲; 権限委譲理論; 理論,2412,0,Published,,,"大統領令１３８４８は、予測されていた不正選挙に対する切り札の一つとして発令された。

この発令により、不正選挙に関わる情報を得た関係機関や適切な役人、および軍関係者は、独立した報告書を上司を通さずに直接に大統領に報告することができる。

そして不正選挙に関わった外国勢力は、情報機関により詳細を精査されて関係者を洗い出され、厳しい制裁を課されることになる。"
5012,part-7-4-12-trump-still-has-real-power-his-theory-of-delegation-of-authority-is-amazing-explaining-the-legal-aspects-of-why,パート７　４/１２ 　デボリューション理論,https://qryptraveller.com/part-7-4-12-trump-still-has-real-power-his-theory-of-delegation-of-authority-is-amazing-explaining-the-legal-aspects-of-why/,publish,2022-03-09 03:07:00,思想・理論,thought,デボリューション理論,devolution,7,4/12,クーデター; トランプ; 不正選挙; 情報戦争; 戦争,デボリューション理論の記事集,Devolution; Theory; クーデター; デボリューション; デボルーション; デヴォリューション; デヴォルーション; トランプ; 不正選挙; 情報戦争; 戦争; 権限委譲; 権限委譲理論; 理論,2140,0,Published,,,"権限委譲計画の鍵となる大統領令13848は、不正選挙に関わった外国勢力を制裁することができる。

その大統領令に基づいた査定は、３月１５日に公開された。

そこで主な判断材料になったのは、以下の点。

外国勢力がバレずに選挙を操作するのは難しい、ロシアはサイバー攻撃をしなかった、ロシアはバイデン陣営に不利になるような物語をメディアなどに広めた。

その報告書には、中国の息がかかっている可能性が高い"
5016,part-7-5-12-trump-still-has-real-power-his-theory-of-delegation-of-authority-is-amazing-explaining-the-legal-aspects-of-why,パート７　５/１２ 　デボリューション理論,https://qryptraveller.com/part-7-5-12-trump-still-has-real-power-his-theory-of-delegation-of-authority-is-amazing-explaining-the-legal-aspects-of-why/,publish,2022-03-10 03:20:00,思想・理論,thought,デボリューション理論,devolution,7,5/12,クーデター; トランプ; 不正選挙; 情報戦争; 戦争,デボリューション理論の記事集,Devolution; Theory; クーデター; デボリューション; デボルーション; デヴォリューション; デヴォルーション; トランプ; 不正選挙; 情報戦争; 戦争; 権限委譲; 権限委譲理論; 理論,2728,0,Published,,,"不正選挙に関わった外国勢力を処罰することのできる大統領令13848の査定報告書が2021年3月に提出されたが、その報告書は中国の息のかかったものだった。

そこでは、中国はリスクを冒して不正選挙に関わることはないとしながらも、調査責任者は中国が不正選挙に関わったと判断している。

大統領令で要求されている情報機関からの報告書は、不正はなかったとしているが、それらの機関には中国からの資金が入っている"
5020,part-7-6-12-trump-still-has-real-power-and-the-delegation-of-authority-theory-is-amazing-explaining-why-from-a-legal-aspect,パート７　６/１２ 　デボリューション理論,https://qryptraveller.com/part-7-6-12-trump-still-has-real-power-and-the-delegation-of-authority-theory-is-amazing-explaining-why-from-a-legal-aspect/,publish,2022-03-11 03:34:00,思想・理論,thought,デボリューション理論,devolution,7,6/12,クーデター; トランプ; 不正選挙; 情報戦争; 戦争,デボリューション理論の記事集,Devolution; Theory; クーデター; デボリューション; デボルーション; デヴォリューション; デヴォルーション; トランプ; 不正選挙; 情報戦争; 戦争; 権限委譲; 権限委譲理論; 理論,3273,0,Published,,,"不正選挙に関わった行為者を制裁することのできる大統領令１３８４８は諜報機関に評価書を提出するように要求している。

だが、１月７日に提出された報告書は中国からの影響があり、事実を誤認させるような表現がなされていた。

同日に発表された国家情報長官のメモは、不正選挙の実態を正確に描写している。"
5035,part-7-7-12-trump-still-has-real-power-and-the-delegation-of-authority-theory-is-amazing-explaining-why-from-a-legal-aspect,パート７　７/１２ 　デボリューション理論,https://qryptraveller.com/part-7-7-12-trump-still-has-real-power-and-the-delegation-of-authority-theory-is-amazing-explaining-why-from-a-legal-aspect/,publish,2022-03-12 06:59:00,思想・理論,thought,デボリューション理論,devolution,7,7/12,クーデター; トランプ; 不正選挙; 情報戦争; 戦争,デボリューション理論の記事集,Devolution; Theory; クーデター; デボリューション; デボルーション; デヴォリューション; デヴォルーション; トランプ; 不正選挙; 情報戦争; 戦争; 権限委譲; 権限委譲理論; 理論,1733,0,Published,,,"不正選挙に関わった外国勢力を制裁することのできる大統領令13848では、選挙設備のことを政府が選挙プロセスを管理するために使用する情報通信技術としている。

その選挙設備が外国勢力によって製造されていると、外国勢力が意図的に脆弱性を仕込み、国家に壊滅的な影響を及ぼす可能性がある。

なので、大統領令13873では、そのことが国家の緊急事態だと明言している。"
2889,the-story-of-meeting-gore-11-autobiography-108,ゴアに出会う話１１（放浪記１０８）,https://qryptraveller.com/the-story-of-meeting-gore-11-autobiography-108/,publish,2022-03-12 18:10:00,放浪記,wandering,放浪記,wandering_log,108,,,放浪記,,2282,0,Published,,,
2893,the-story-of-meeting-gore-12-autobiography-109,ゴアに出会う話１２（放浪記１０９）,https://qryptraveller.com/the-story-of-meeting-gore-12-autobiography-109/,publish,2022-03-13 18:16:00,放浪記,wandering,放浪記,wandering_log,109,,,放浪記,,2303,0,Published,,,
2899,the-story-of-meeting-gore-13-autobiography-110,ゴアに出会う話１３（放浪記１１０）,https://qryptraveller.com/the-story-of-meeting-gore-13-autobiography-110/,publish,2022-03-14 18:20:00,放浪記,wandering,放浪記,wandering_log,110,,,放浪記,,2702,0,Published,,,
2903,the-story-of-meeting-gore-14-autobiography-111,ゴアに出会う話１４（放浪記１１１）,https://qryptraveller.com/the-story-of-meeting-gore-14-autobiography-111/,publish,2022-03-15 18:31:00,放浪記,wandering,放浪記,wandering_log,111,,,放浪記,,2559,0,Published,,,
2910,the-story-of-meeting-gore-15-autobiography-112,ゴアに出会う話１５（放浪記１１２）,https://qryptraveller.com/the-story-of-meeting-gore-15-autobiography-112/,publish,2022-03-16 18:37:00,放浪記,wandering,放浪記,wandering_log,112,,,放浪記,,2596,0,Published,,,
2915,the-story-of-meeting-gore-16-autobiography-113,ゴアに出会う話１６（放浪記１１３）,https://qryptraveller.com/the-story-of-meeting-gore-16-autobiography-113/,publish,2022-03-17 18:41:00,放浪記,wandering,放浪記,wandering_log,113,,,放浪記,,2381,0,Published,,,
2920,the-story-of-meeting-gore-17-autobiography-114,ゴアに出会う話１７（放浪記１１４）,https://qryptraveller.com/the-story-of-meeting-gore-17-autobiography-114/,publish,2022-03-18 18:47:00,放浪記,wandering,放浪記,wandering_log,114,,,放浪記,,2374,0,Published,,,
2958,the-story-of-meeting-gore-18-autobiography-115,ゴアに出会う話１８（放浪記１１５）,https://qryptraveller.com/the-story-of-meeting-gore-18-autobiography-115/,publish,2022-03-19 15:35:00,放浪記,wandering,放浪記,wandering_log,115,,,放浪記,,1740,0,Published,,,
2962,the-story-of-meeting-gore-19-autobiography-116,ゴアに出会う話１９（放浪記１１６）,https://qryptraveller.com/the-story-of-meeting-gore-19-autobiography-116/,publish,2022-03-20 15:47:00,放浪記,wandering,放浪記,wandering_log,116,,,放浪記,,1596,0,Published,,,
5039,part-7-8-12-trump-still-has-real-power-and-the-delegation-of-authority-theory-is-amazing-explaining-why-from-a-legal-aspect,パート７　８/１２ 　デボリューション理論,https://qryptraveller.com/part-7-8-12-trump-still-has-real-power-and-the-delegation-of-authority-theory-is-amazing-explaining-why-from-a-legal-aspect/,publish,2022-03-13 07:12:00,思想・理論,thought,デボリューション理論,devolution,7,8/12,クーデター; トランプ; 不正選挙; 情報戦争; 戦争,デボリューション理論の記事集,Devolution; Theory; クーデター; デボリューション; デボルーション; デヴォリューション; デヴォルーション; トランプ; 不正選挙; 情報戦争; 戦争; 権限委譲; 権限委譲理論; 理論,1806,0,Published,,,"大統領令13873で言及されている情報通信技術（ICT）とは、デジタル技術に関連する構成要素と、それらを応用したもの。

悪意を持った者が情報通信技術（ICT）を使用すると、金銭や知的財産を盗むだけでなく、重要な設備を制御するシステムを破壊することもできる。"
5044,part-7-9-12-trump-still-has-real-power-and-the-delegation-of-authority-theory-is-amazing-explaining-why-from-a-legal-aspect,パート７　９/１２ 　デボリューション理論,https://qryptraveller.com/part-7-9-12-trump-still-has-real-power-and-the-delegation-of-authority-theory-is-amazing-explaining-why-from-a-legal-aspect/,publish,2022-03-14 07:26:00,思想・理論,thought,デボリューション理論,devolution,7,9/12,クーデター; トランプ; 不正選挙; 情報戦争; 戦争,デボリューション理論の記事集,Devolution; Theory; クーデター; デボリューション; デボルーション; デヴォリューション; デヴォルーション; トランプ; 不正選挙; 情報戦争; 戦争; 権限委譲; 権限委譲理論,1672,0,Published,,,"大統領令13873により選挙設備に関する評価書を作成する義務が生じたが、不正選挙への関与が疑われているドミニオン社が評価書を作成している。

だがそれと同時に、関係者が直接に大統領に不正選挙に関する情報を報告することができる。"
5048,part-7-10-12-trump-still-has-real-power-and-the-delegation-of-authority-theory-is-amazing-explaining-why-from-a-legal-aspect,パート７　１０/１２ 　デボリューション理論,https://qryptraveller.com/part-7-10-12-trump-still-has-real-power-and-the-delegation-of-authority-theory-is-amazing-explaining-why-from-a-legal-aspect/,publish,2022-03-15 07:38:00,思想・理論,thought,デボリューション理論,devolution,7,10/12,クーデター; トランプ; 不正選挙; 情報戦争; 戦争,デボリューション理論の記事集,Devolution; Theory; クーデター; デボリューション; デボルーション; デヴォリューション; デヴォルーション; トランプ; 不正選挙; 情報戦争; 戦争; 権限委譲; 権限委譲理論; 理論,2427,1,Published,,,"下院議会が議事堂乱入事件の前日にトランプ大統領から渡された書類は、敵対国の製造した部品を選挙システムに使うことを禁止した大統領令13873に関するものだった。

実際にアメリカの選挙設備の多くの割合が敵国である中国で生産されている。"
5054,part-7-11-12-trump-still-has-real-power-and-the-delegation-of-authority-theory-is-amazing-explaining-why-from-a-legal-aspect,パート７　１１/１２ 　デボリューション理論,https://qryptraveller.com/part-7-11-12-trump-still-has-real-power-and-the-delegation-of-authority-theory-is-amazing-explaining-why-from-a-legal-aspect/,publish,2022-03-16 07:53:00,思想・理論,thought,デボリューション理論,devolution,7,11/12,クーデター; トランプ; 不正選挙; 情報戦争; 戦争,デボリューション理論の記事集,Devolution; Theory; クーデター; デボリューション; デボルーション; デヴォリューション; デヴォルーション; トランプ; 不正選挙; 情報戦争; 戦争; 権限委譲; 権限委譲理論; 理論,2527,0,Published,,,"トランプ大統領は、議事堂乱入事件の前日に、敵対する外国勢力が関わる選挙設備に対して具体的な対策をとる大統領令を発令した。

そこでは、選挙に関する特許を持つテンセント社を米国内で使用禁止にすることが含まれている。"
5058,part-7-12-12-trump-still-has-real-power-and-the-delegation-of-authority-theory-that-explains-why-from-a-legal-aspect-is-amazing,パート７　１２/１２ 　デボリューション理論,https://qryptraveller.com/part-7-12-12-trump-still-has-real-power-and-the-delegation-of-authority-theory-that-explains-why-from-a-legal-aspect-is-amazing/,publish,2022-03-17 08:20:00,思想・理論,thought,デボリューション理論,devolution,7,12/12,クーデター; トランプ; 不正選挙; 情報戦争; 戦争,デボリューション理論の記事集,Devolution; Theory; クーデター; デボリューション; デボルーション; デヴォリューション; デヴォルーション; トランプ; 不正選挙; 情報戦争; 戦争; 権限委譲; 権限委譲理論; 理論,2024,0,Published,,,"２０２０大統領選挙は、中国製の部品とソフトウェアを使用し、中国の息のかかった会社が選挙設備を管理することで不正が行われた。

奪われた選挙を取り返す行動は、立法部と司法部の腐敗により阻止された。

そのような場合には、大統領は軍を使って対策することができる"
5066,part-8-1-12-trump-still-has-real-power-and-the-theory-of-delegation-of-authority-is-amazing-explaining-why-from-a-legal-aspect,パート８　１/１２ 　デボリューション理論,https://qryptraveller.com/part-8-1-12-trump-still-has-real-power-and-the-theory-of-delegation-of-authority-is-amazing-explaining-why-from-a-legal-aspect/,publish,2022-03-18 06:00:00,思想・理論,thought,デボリューション理論,devolution,8,1/12,クーデター; トランプ; 不正選挙; 情報戦争; 戦争,デボリューション理論の記事集,Devolution; Theory; クーデター; デボリューション; デボルーション; デヴォリューション; デヴォルーション; トランプ; 不正選挙; 情報戦争; 戦争; 権限委譲; 権限委譲理論; 理論,1873,2,Published,,,トランプのソーシャルメディアディレクターであるスカヴィーノ氏は権限委譲計画に関わっており、色々な情報を投稿している。
5073,part-8-2-12-trump-still-has-real-power-and-the-theory-of-delegation-of-authority-is-amazing-explaining-why-from-a-legal-aspect,パート８　２/１２ 　デボリューション理論,https://qryptraveller.com/part-8-2-12-trump-still-has-real-power-and-the-theory-of-delegation-of-authority-is-amazing-explaining-why-from-a-legal-aspect/,publish,2022-03-19 06:28:00,思想・理論,thought,デボリューション理論,devolution,8,2/12,クーデター; トランプ; 不正選挙; 情報戦争; 戦争,デボリューション理論の記事集,Devolution; Theory; クーデター; デボリューション; デボルーション; デヴォリューション; デヴォルーション; トランプ; 不正選挙; 情報戦争; 戦争; 権限委譲; 権限委譲理論; 理論,2201,2,Published,,,"スカヴィーノ氏による１２月１５日の投稿は、６月１日に投稿した写真と同じものを使っている。

一方はアンティファに関する演説だが、一方は歴史的な瞬間だと指摘している。

１２月半ばには大きな動きがあり、不正選挙に関する報告書の提出日も近い。"
5078,part-8-3-12-trump-still-has-real-power-and-the-theory-of-delegation-of-authority-is-amazing-explaining-why-from-a-legal-aspect,パート８　３/１２ 　デボリューション理論,https://qryptraveller.com/part-8-3-12-trump-still-has-real-power-and-the-theory-of-delegation-of-authority-is-amazing-explaining-why-from-a-legal-aspect/,publish,2022-03-20 06:43:00,思想・理論,thought,デボリューション理論,devolution,8,3/12,クーデター; トランプ; 不正選挙; 情報戦争; 戦争,デボリューション理論の記事集,Devolution; Theory; クーデター; デボリューション; デボルーション; デヴォリューション; デヴォルーション; トランプ; 不正選挙; 情報戦争; 戦争; 権限委譲; 権限委譲理論; 理論,1555,2,Published,,,１２月１２日に国家情報長官との長い対話をした翌日に、トランプ大統領は不正選挙の詳細についてツイッターで発言している。
5085,part-8-4-12-trump-still-has-real-power-and-the-theory-of-delegation-of-authority-is-amazing-explaining-why-from-a-legal-aspect,パート８　４/１２ 　デボリューション理論,https://qryptraveller.com/part-8-4-12-trump-still-has-real-power-and-the-theory-of-delegation-of-authority-is-amazing-explaining-why-from-a-legal-aspect/,publish,2022-03-21 07:15:00,思想・理論,thought,デボリューション理論,devolution,8,4/12,クーデター; トランプ; 不正選挙; 情報戦争; 戦争,デボリューション理論の記事集,Devolution; Theory; クーデター; デボリューション; デボルーション; デヴォリューション; デヴォルーション; トランプ; 不正選挙; 情報戦争; 戦争; 権限委譲; 権限委譲理論; 理論,2275,0,Published,,,国家情報長官は、中国に関連する機密情報を全て知っており、１２月１２日にトランプ大統領と長時間過ごした際に報告していたと思われる。
5111,russia-is-on-the-gold-standard-unfortunately-it-is-a-false-alarm-at-this-time,ロシアが金本位制に！？　残念ながら現時点では誤報です。。。,https://qryptraveller.com/russia-is-on-the-gold-standard-unfortunately-it-is-a-false-alarm-at-this-time/,publish,2022-03-13 09:11:54,エッセイ・その他,essay,,none,,,,オリジナル記事,GESARA; gold; gold-standard; NESARA; QFS; standard; ゲサラ; ネサラ; ロシア; 金本位制,714,0,Published,,,"ロシアが金本位制に変わると騒がれていますが、残念ながら誤報です。




ロシアが発表したのは、貴金属の購入時にかかっていた２０％の税金を排除することにしたということです。"
5132,watch-out-what-everyone-thinks-is-bitcoin-is-actually-a-fake-the-deep-darkness-of-btc-and-one-of-the-largest-ongoing-and-unknown-civil-lawsuits-in-human-history,Watch out! What everyone thinks is Bitcoin is actually a fake! The deep darkness of BTC and one of the largest ongoing and unknown civil lawsuits in human history,https://qryptraveller.com/watch-out-what-everyone-thinks-is-bitcoin-is-actually-a-fake-the-deep-darkness-of-btc-and-one-of-the-largest-ongoing-and-unknown-civil-lawsuits-in-human-history/,publish,2022-03-15 09:31:52,時事・情報戦,current,真のビットコイン (BSV),bsv,,,BSV; Qアノン,DSが潰したい真のビットコインの話,Bitcoin; BitcoinSV; Blockchain; BSV; BTC; Cabal; Craigissatoshi; CraigWrightisSatoshi; DeepState; Epstein; nakamoto; Q; Qanon; satoshi; SatoshiNakamoto,16812,0,Published,,,"malicious individuals exploited a gap in Bitcoin’s development rules and hijacked the development camp, reforming and taking control of the originally competent Bitcoin."
2966,the-story-of-meeting-gore-20-autobiography-117,ゴアに出会う話２０（放浪記１１７）,https://qryptraveller.com/the-story-of-meeting-gore-20-autobiography-117/,publish,2022-03-21 15:58:00,放浪記,wandering,放浪記,wandering_log,117,,,放浪記,,2424,1,Published,,,
2971,a-story-of-awakening-to-gore-1-autobiography-118,ゴアに目覚める話１（放浪記１１８）,https://qryptraveller.com/a-story-of-awakening-to-gore-1-autobiography-118/,publish,2022-03-22 16:02:00,放浪記,wandering,放浪記,wandering_log,118,,,放浪記,,2385,0,Published,,,
2976,a-story-of-awakening-to-gore-2-autobiography-119,ゴアに目覚める話２（放浪記１１９）,https://qryptraveller.com/a-story-of-awakening-to-gore-2-autobiography-119/,publish,2022-03-23 16:07:00,放浪記,wandering,放浪記,wandering_log,119,,,放浪記,,2667,0,Published,,,
2980,a-story-of-awakening-to-gore-3-autobiography-120,ゴアに目覚める話３（放浪記１２０）,https://qryptraveller.com/a-story-of-awakening-to-gore-3-autobiography-120/,publish,2022-03-24 16:11:00,放浪記,wandering,放浪記,wandering_log,120,,,放浪記,,2293,0,Published,,,
2984,a-story-of-awakening-to-gore-4-autobiography-121,ゴアに目覚める話４（放浪記１２１）,https://qryptraveller.com/a-story-of-awakening-to-gore-4-autobiography-121/,publish,2022-03-25 16:16:00,放浪記,wandering,放浪記,wandering_log,121,,,放浪記,,2752,0,Published,,,
2988,a-story-of-awakening-to-gore-5-autobiography-122,ゴアに目覚める話５（放浪記１２２）,https://qryptraveller.com/a-story-of-awakening-to-gore-5-autobiography-122/,publish,2022-03-26 16:18:00,放浪記,wandering,放浪記,wandering_log,122,,,放浪記,,2934,1,Published,,,
2994,a-story-of-awakening-to-gore-6-autobiography-123,ゴアに目覚める話６（放浪記１２３）,https://qryptraveller.com/a-story-of-awakening-to-gore-6-autobiography-123/,publish,2022-03-27 16:29:00,放浪記,wandering,放浪記,wandering_log,123,,,放浪記,,2113,0,Published,,,
5093,part-8-5-12-trump-still-has-real-power-and-the-theory-of-delegation-of-authority-is-amazing-explaining-why-from-a-legal-aspect,パート８　５/１２ 　デボリューション理論,https://qryptraveller.com/part-8-5-12-trump-still-has-real-power-and-the-theory-of-delegation-of-authority-is-amazing-explaining-why-from-a-legal-aspect/,publish,2022-03-22 04:59:00,思想・理論,thought,デボリューション理論,devolution,8,5/12,クーデター; トランプ; 不正選挙; 情報戦争; 戦争,デボリューション理論の記事集,Devolution; Theory; クーデター; デボリューション; デボルーション; デヴォリューション; デヴォルーション; トランプ; 不正選挙; 情報戦争; 戦争; 権限委譲; 権限委譲理論; 理論,2069,1,Published,,,"大統領の次に機密情報に詳しい国防長官が寄稿した論説では、中国の脅威を力説している。

中国は既に米国のウェブコンテンツを弾圧し、サイバー攻撃能力を開発している。

諜報機関の情報は明確であり、的確に対応する必要がある。"
5098,part-8-6-12-trump-still-has-real-power-and-the-delegation-of-authority-theory-is-amazing-explaining-why-from-a-legal-aspect,パート８　６/１２ 　デボリューション理論,https://qryptraveller.com/part-8-6-12-trump-still-has-real-power-and-the-delegation-of-authority-theory-is-amazing-explaining-why-from-a-legal-aspect/,publish,2022-03-23 05:13:00,思想・理論,thought,デボリューション理論,devolution,8,6/12,クーデター; トランプ; 不正選挙; 情報戦争; 戦争,デボリューション理論の記事集,Devolution; Theory; クーデター; デボリューション; デボルーション; デヴォリューション; デヴォルーション; トランプ; 不正選挙; 情報戦争; 戦争; 権限委譲; 権限委譲理論; 理論,2170,4,Published,,,"米軍は不正選挙の実態を知っており、行動を起こすことができたが、大統領令13848に従い、あえて情報機関に仕事を行わせた。

2020年12月15日に、軍隊が権限委譲理論の「計画」から「実行」に移った。

その時のトランプ大統領の状況はリンカーンやチャーチルの状況に似ている。"
