id,slug,title,link,status,date,date_gmt,creator,categories,tags,featured_id,image_count,char_count,excerpt,flags
2966,the-story-of-meeting-gore-20-autobiography-117,ゴアに出会う話２０（放浪記１１７）,https://qryptraveller.com/the-story-of-meeting-gore-20-autobiography-117/,publish,2022-03-21 15:58:00,2022-03-21 06:58:00,cryptra,放浪記,,4791,1,2424,,
2971,a-story-of-awakening-to-gore-1-autobiography-118,ゴアに目覚める話１（放浪記１１８）,https://qryptraveller.com/a-story-of-awakening-to-gore-1-autobiography-118/,publish,2022-03-22 16:02:00,2022-03-22 07:02:00,cryptra,放浪記,,4792,0,2385,,no-images
2976,a-story-of-awakening-to-gore-2-autobiography-119,ゴアに目覚める話２（放浪記１１９）,https://qryptraveller.com/a-story-of-awakening-to-gore-2-autobiography-119/,publish,2022-03-23 16:07:00,2022-03-23 07:07:00,cryptra,放浪記,,4792,0,2667,,no-images
2980,a-story-of-awakening-to-gore-3-autobiography-120,ゴアに目覚める話３（放浪記１２０）,https://qryptraveller.com/a-story-of-awakening-to-gore-3-autobiography-120/,publish,2022-03-24 16:11:00,2022-03-24 07:11:00,cryptra,放浪記,,4793,0,2293,,no-images
2984,a-story-of-awakening-to-gore-4-autobiography-121,ゴアに目覚める話４（放浪記１２１）,https://qryptraveller.com/a-story-of-awakening-to-gore-4-autobiography-121/,publish,2022-03-25 16:16:00,2022-03-25 07:16:00,cryptra,放浪記,,4794,0,2752,,no-images
2988,a-story-of-awakening-to-gore-5-autobiography-122,ゴアに目覚める話５（放浪記１２２）,https://qryptraveller.com/a-story-of-awakening-to-gore-5-autobiography-122/,publish,2022-03-26 16:18:00,2022-03-26 07:18:00,cryptra,放浪記,,4795,1,2934,,
2994,a-story-of-awakening-to-gore-6-autobiography-123,ゴアに目覚める話６（放浪記１２３）,https://qryptraveller.com/a-story-of-awakening-to-gore-6-autobiography-123/,publish,2022-03-27 16:29:00,2022-03-27 07:29:00,cryptra,放浪記,,4796,0,2113,,no-images
5093,part-8-5-12-trump-still-has-real-power-and-the-theory-of-delegation-of-authority-is-amazing-explaining-why-from-a-legal-aspect,パート８　５/１２ 　デボリューション理論,https://qryptraveller.com/part-8-5-12-trump-still-has-real-power-and-the-theory-of-delegation-of-authority-is-amazing-explaining-why-from-a-legal-aspect/,publish,2022-03-22 04:59:00,2022-03-21 19:59:00,cryptra,デボリューション理論の記事集,Devolution; Theory; クーデター; デボリューション; デヴォリューション; デヴォルーション; トランプ; 不正選挙; 情報戦争; 戦争; 権限委譲; 権限委譲理論; 理論,9965,1,2069,"大統領の次に機密情報に詳しい国防長官が寄稿した論説では、中国の脅威を力説している。

中国は既に米国のウェブコンテンツを弾圧し、サイバー攻撃能力を開発している。

諜報機関の情報は明確であり、的確に対応する必要がある。",
5098,part-8-6-12-trump-still-has-real-power-and-the-delegation-of-authority-theory-is-amazing-explaining-why-from-a-legal-aspect,パート８　６/１２ 　デボリューション理論,https://qryptraveller.com/part-8-6-12-trump-still-has-real-power-and-the-delegation-of-authority-theory-is-amazing-explaining-why-from-a-legal-aspect/,publish,2022-03-23 05:13:00,2022-03-22 20:13:00,cryptra,デボリューション理論の記事集,Devolution; Theory; クーデター; デボリューション; デヴォリューション; デヴォルーション; トランプ; 不正選挙; 情報戦争; 戦争; 権限委譲; 権限委譲理論; 理論,9965,4,2170,"米軍は不正選挙の実態を知っており、行動を起こすことができたが、大統領令13848に従い、あえて情報機関に仕事を行わせた。

2020年12月15日に、軍隊が権限委譲理論の「計画」から「実行」に移った。

その時のトランプ大統領の状況はリンカーンやチャーチルの状況に似ている。",
5106,part-8-7-12-trump-still-has-real-power-and-the-delegation-of-authority-theory-is-amazing-explaining-why-from-a-legal-aspect,パート８　７/１２ 　デボリューション理論,https://qryptraveller.com/part-8-7-12-trump-still-has-real-power-and-the-delegation-of-authority-theory-is-amazing-explaining-why-from-a-legal-aspect/,publish,2022-03-24 05:23:00,2022-03-23 20:23:00,cryptra,デボリューション理論の記事集,Devolution; Theory; クーデター; デボリューション; デヴォリューション; デヴォルーション; トランプ; 不正選挙; 情報戦争; 戦争; 権限委譲; 権限委譲理論,9965,0,2223,"ウィンストン・チャーチルの言葉は、不正選挙の被害にあったアメリカにとって重要な物。

そこでは国家と市民の重要度が議論されている。

戦時中では国家が優先される事が多いが、経済戦争の名の下では平時でも国家が優先される。

戦時でなくても、支配者が危機を演出する事で、市民の権利を奪うことは簡単にできる。",no-images
5152,part-8-8-12-trump-still-has-real-power-and-the-delegation-of-authority-theory-is-amazing-explaining-why-from-a-legal-aspect,パート８　８/１２ 　デボリューション理論,https://qryptraveller.com/part-8-8-12-trump-still-has-real-power-and-the-delegation-of-authority-theory-is-amazing-explaining-why-from-a-legal-aspect/,publish,2022-03-25 07:26:00,2022-03-24 22:26:00,cryptra,デボリューション理論の記事集,Devolution; Theory; クーデター; デボリューション; デヴォリューション; デヴォルーション; トランプ; 不正選挙; 情報戦争; 戦争; 権限委譲; 権限委譲理論; 理論,9965,0,1961,"チャーチルの言葉は、不当に支配されているアメリカにとって大きな意味がある。

そこでは、如何に国家が経済危機を利用して市民の愛国心と欲深さを引き出して、市民を服従させてきたかが語られている。

国家は度々に言葉を弄して市民に多大な犠牲を強いるので、注意する必要がある。",no-images
5157,part-8-9-12-trump-still-has-real-power-and-the-delegation-of-authority-theory-is-amazing-explaining-why-from-a-legal-aspect,パート８　９/１２ 　デボリューション理論,https://qryptraveller.com/part-8-9-12-trump-still-has-real-power-and-the-delegation-of-authority-theory-is-amazing-explaining-why-from-a-legal-aspect/,publish,2022-03-26 07:31:00,2022-03-25 22:31:00,cryptra,デボリューション理論の記事集,Devolution; Theory; クーデター; デボリューション; デヴォリューション; デヴォルーション; トランプ; 不正選挙; 情報戦争; 戦争; 権限委譲; 権限委譲理論; 理論,9965,0,2319,"チャーチルによると、アメリカの憲法は非常に広大な土地の多様な文化と人々を包括した物で、文明の最前線に立つ物だから、簡単に捨て去ってはいけない。

そのためには市民の良識と注意深さが重要になり、裁判所がしっかりと機能する必要がある。",no-images
5161,part-8-10-12-trump-still-has-real-power-and-the-delegation-of-authority-theory-is-amazing-explaining-why-from-a-legal-aspect,パート８　１０/１２ 　デボリューション理論,https://qryptraveller.com/part-8-10-12-trump-still-has-real-power-and-the-delegation-of-authority-theory-is-amazing-explaining-why-from-a-legal-aspect/,publish,2022-03-27 07:43:00,2022-03-26 22:43:00,cryptra,デボリューション理論の記事集,Devolution; Theory; クーデター; デボリューション; デヴォリューション; デヴォルーション; トランプ; 不正選挙; 情報戦争; 戦争; 権限委譲; 権限委譲理論; 理論,9965,0,2635,"チャーチルによると、合衆国憲法は改憲されない事で一般庶民を守ってきたので、それを尊重し実生活に役立てなければ、全世界にとって災難になる。

２０２０年１月６日に全世界が注目する中、マイク・ペンス副大統領/上院議長は、大統領選挙人票の集計に口出ししないという選択をする事で、裏切り者扱いされている。",no-images
5165,part-8-11-12-trump-still-has-real-power-and-the-delegation-of-authority-theory-is-amazing-explaining-why-from-a-legal-aspect,パート８　１１/１２ 　デボリューション理論,https://qryptraveller.com/part-8-11-12-trump-still-has-real-power-and-the-delegation-of-authority-theory-is-amazing-explaining-why-from-a-legal-aspect/,publish,2022-03-28 07:50:00,2022-03-27 22:50:00,cryptra,デボリューション理論の記事集,Devolution; Theory; クーデター; デボリューション; デヴォリューション; デヴォルーション; トランプ; 不正選挙; 情報戦争; 戦争; 権限委譲; 権限委譲理論; 理論,9965,0,2395,"ペンス副大統領の１月６日の手紙を読むと、彼が不正選挙を知っていた事がわかる。

だが彼は、副大統領は選挙人団の票を変更する権利はないという憲法上の判断から、選挙に口出ししないことを選択した。",no-images
5172,part-8-12-12-trump-still-has-real-power-and-the-delegation-of-authority-theory-is-amazing-explaining-why-from-a-legal-aspect,パート８　１２/１２ 　デボリューション理論,https://qryptraveller.com/part-8-12-12-trump-still-has-real-power-and-the-delegation-of-authority-theory-is-amazing-explaining-why-from-a-legal-aspect/,publish,2022-03-29 09:10:00,2022-03-29 00:10:00,cryptra,デボリューション理論の記事集,Devolution; Theory; クーデター; デボリューション; デヴォリューション; デヴォルーション; トランプ; 不正選挙; 情報戦争; 戦争; 権限委譲; 権限委譲理論; 理論,9965,0,2362,"マイク・ペンス氏は、裏切り者扱いされることを承知の上で、選挙人投票の変更に対して口出ししないことを選択した。

その結果、不正選挙を防ぐ自由意志は議会に委ねられた。",no-images
5187,part-9-1-10-trump-still-has-real-power-and-the-theory-of-delegation-of-authority-is-amazing-explaining-why-from-a-legal-aspect,パート９　１/１０ 　デボリューション理論,https://qryptraveller.com/part-9-1-10-trump-still-has-real-power-and-the-theory-of-delegation-of-authority-is-amazing-explaining-why-from-a-legal-aspect/,publish,2022-03-30 08:19:00,2022-03-29 23:19:00,cryptra,デボリューション理論の記事集,Devolution; Theory; クーデター; デボリューション; デヴォリューション; デヴォルーション; トランプ; 不正選挙; 情報戦争; 戦争; 権限委譲; 権限委譲理論; 理論,9965,0,2245,"統合参謀本部は、米国国防総省や軍関係者の最高幹部によって構成され、大統領や、国防長官、国土安全保障会議、国家安全保障会議の軍事顧問を務める

軍の上位に位置する機関だが、軍隊を直接に指揮する権限は持たない。

その代わりに、軍隊の行動指針を定める事ができる。

その中では、国土防衛が最優先事項になっている。",no-images
5190,part-9-2-10-trump-still-has-real-power-and-the-theory-of-delegation-of-authority-is-amazing-explaining-why-from-a-legal-aspect,パート９　２/１０ 　デボリューション理論,https://qryptraveller.com/part-9-2-10-trump-still-has-real-power-and-the-theory-of-delegation-of-authority-is-amazing-explaining-why-from-a-legal-aspect/,publish,2022-04-01 03:19:58,2022-03-31 18:19:58,cryptra,デボリューション理論の記事集,Devolution; Theory; クーデター; デボリューション; デヴォリューション; デヴォルーション; トランプ; 不正選挙; 情報戦争; 戦争; 権限委譲; 権限委譲理論; 理論,9965,0,2278,"米国大統領は、憲法の定めにより、国内で軍隊を使うことはできないが、そこには例外がある。

国土防衛は軍隊の最優先事項であり、暴動や選挙妨害は国家安全保障にとって重要な問題なので、トランプ大統領は軍を使って監視をおこなった。",no-images
5196,part-9-3-10-trump-still-has-real-power-and-the-theory-of-delegation-of-authority-is-amazing-explaining-why-from-a-legal-aspect,パート９　３/１０ 　デボリューション理論,https://qryptraveller.com/part-9-3-10-trump-still-has-real-power-and-the-theory-of-delegation-of-authority-is-amazing-explaining-why-from-a-legal-aspect/,publish,2022-04-01 03:56:00,2022-03-31 18:56:00,cryptra,デボリューション理論の記事集,Devolution; Theory; クーデター; デボリューション; デヴォリューション; デヴォルーション; トランプ; 不正選挙; 情報戦争; 戦争; 権限委譲; 権限委譲理論; 理論,9965,14,3249,"米軍の指揮系統をしっかりと理解することにより、大統領の権限がどのように委譲されたか知る事ができる。

指揮系統は大統領から始まり、国防長官、先頭指揮官へと続く。

戦闘司令部は全部で１１あり、７つの地理的区分けと、４つの機能的区分けがある。

戦闘司令官の一人はバイデン氏が「大統領」の座にいるときに就任したが、そこには愛国者一家のフリン一族が関与しているので、心配ない。",
5215,part-9-4-10-trump-still-has-real-power-and-the-delegation-of-authority-theory-is-amazing-explaining-why-from-a-legal-aspect,パート９　４/１０ 　デボリューション理論,https://qryptraveller.com/part-9-4-10-trump-still-has-real-power-and-the-delegation-of-authority-theory-is-amazing-explaining-why-from-a-legal-aspect/,publish,2022-04-02 06:08:00,2022-04-01 21:08:00,cryptra,デボリューション理論の記事集,Devolution; Theory; クーデター; デボリューション; デヴォリューション; デヴォルーション; トランプ; 不正選挙; 情報戦争; 戦争; 権限委譲; 権限委譲理論; 理論,9965,0,2035,"権限委譲計画は、戦闘指揮官なしには成り立たない。

計画の実行は、作戦に関わっている戦闘指揮官のみが知る必要があり、有事の際には現場を司る戦闘指揮官が軍の最終指揮権者になる。",no-images
5268,awakening-to-gore-story-7-autobiography-124,ゴアに目覚める話７（放浪記１２４）,https://qryptraveller.com/awakening-to-gore-story-7-autobiography-124/,publish,2022-04-02 04:31:00,2022-04-01 19:31:00,cryptra,放浪記,,5259,0,2629,,no-images
5219,part-9-5-10-trump-still-has-real-power-and-the-theory-of-delegation-of-authority-is-amazing-explaining-why-from-a-legal-aspect,パート９　５/１０ 　デボリューション理論,https://qryptraveller.com/part-9-5-10-trump-still-has-real-power-and-the-theory-of-delegation-of-authority-is-amazing-explaining-why-from-a-legal-aspect/,publish,2022-04-03 06:11:00,2022-04-02 21:11:00,cryptra,デボリューション理論の記事集,Devolution; Theory; クーデター; デボリューション; デヴォリューション; デヴォルーション; トランプ; 不正選挙; 情報戦争; 戦争; 権限委譲; 権限委譲理論; 理論,9965,0,2028,"国防長官は、外国勢力の選挙関与の証拠があれば、各戦闘指揮官と共有する義務がある。

そのことを知った各戦闘指揮官は、バイデン「政権」が正当なものではないことを認識し、緊急時対策「権限委譲計画」を実行へと移す。

トランプ大統領は、そのことをあらかじめ予見しており、洗浄の準備を整えていた。

サイバーコマンドを戦闘司令部に昇格させることも、選挙を守るための戦場の準備だった。",no-images
5223,part-9-6-10-trump-still-has-real-power-and-the-delegation-of-authority-theory-is-amazing-explaining-why-from-a-legal-aspect,パート９　６/１０ 　デボリューション理論,https://qryptraveller.com/part-9-6-10-trump-still-has-real-power-and-the-delegation-of-authority-theory-is-amazing-explaining-why-from-a-legal-aspect/,publish,2022-04-04 06:19:00,2022-04-03 21:19:00,cryptra,デボリューション理論の記事集,Devolution; Theory; クーデター; デボリューション; デヴォリューション; デヴォルーション; トランプ; 不正選挙; 情報戦争; 戦争; 権限委譲; 権限委譲理論; 理論,9965,0,2252,"ナカソネ将軍は、サイバーコマンドと国家安全保障局（NSA）のトップで、外国のサイバー攻撃について熟知している。

２０１６年の米大統領選挙時に、ロシアからのサイバー攻撃による選挙干渉があったが、当時は選挙干渉は戦争行為よりも低位の行為と位置付けられていた。

２０１７年に法律が変わり、選挙干渉が重要設備への攻撃と認識されることにより、サイバー攻撃による選挙干渉が戦争行為と見做されるようになった。
",no-images
5228,part-9-7-10-trump-still-has-real-power-and-the-delegation-of-authority-theory-is-amazing-explaining-why-from-a-legal-aspect,パート９　７/１０ 　デボリューション理論,https://qryptraveller.com/part-9-7-10-trump-still-has-real-power-and-the-delegation-of-authority-theory-is-amazing-explaining-why-from-a-legal-aspect/,publish,2022-04-05 06:27:00,2022-04-04 21:27:00,cryptra,デボリューション理論の記事集,Devolution; Theory; クーデター; デボリューション; デヴォリューション; デヴォルーション; トランプ; 不正選挙; 情報戦争; 戦争; 権限委譲; 権限委譲理論; 理論,9965,0,2211,トランプ大統領は、外国からサイバー攻撃を受けた際に、どのように対応するか詳細に指示した大統領政策指令20を変更することで、関係者が直接に対応できるようにした。,no-images
5234,part-9-8-10-trump-still-has-real-power-and-the-delegation-of-authority-theory-is-amazing-explaining-why-from-a-legal-aspect,パート９　８/１０ 　デボリューション理論,https://qryptraveller.com/part-9-8-10-trump-still-has-real-power-and-the-delegation-of-authority-theory-is-amazing-explaining-why-from-a-legal-aspect/,publish,2022-04-06 06:39:00,2022-04-05 21:39:00,cryptra,デボリューション理論の記事集,Devolution; Theory; クーデター; デボリューション; デヴォリューション; デヴォルーション; トランプ; 不正選挙; 情報戦争; 戦争; 権限委譲; 権限委譲理論; 理論,9965,0,1959,"サイバーコマンドの司令官でもあるナカソネ将軍は、国家安全保障局（NSA）長官として、サイバーセキュリティ局を創設した。

サイバーコマンド、NSA、サイバーセキュリティ局は、外国による選挙干渉と戦う。",no-images
5238,part-9-9-10-trump-still-has-real-power-and-the-delegation-of-authority-theory-is-amazing-explaining-why-from-a-legal-aspect,パート９　９/１０ 　デボリューション理論,https://qryptraveller.com/part-9-9-10-trump-still-has-real-power-and-the-delegation-of-authority-theory-is-amazing-explaining-why-from-a-legal-aspect/,publish,2022-04-07 06:51:00,2022-04-06 21:51:00,cryptra,デボリューション理論の記事集,Devolution; Theory; クーデター; デボリューション; デヴォリューション; デヴォルーション; トランプ; 不正選挙; 情報戦争; 戦争; 権限委譲; 権限委譲理論; 理論,9965,0,2416,"チャーチルによると、アメリカの憲法は非常に広大な土地の多様な文化と人々を包括した物で、文明の最前線に立つ物だから、簡単に捨て去ってはいけない。

そのためには市民の良識と注意深さが重要になり、裁判所がしっかりと機能する必要がある。",no-images
5242,part-9-10-10-trump-still-has-real-power-and-the-delegation-of-authority-theory-is-amazing-explaining-why-from-a-legal-aspect,パート９　１０/１０ 　デボリューション理論,https://qryptraveller.com/part-9-10-10-trump-still-has-real-power-and-the-delegation-of-authority-theory-is-amazing-explaining-why-from-a-legal-aspect/,publish,2022-04-08 06:59:00,2022-04-07 21:59:00,cryptra,デボリューション理論の記事集,Devolution; Theory; クーデター; デボリューション; デヴォリューション; デヴォルーション; トランプ; 不正選挙; 情報戦争; 戦争; 権限委譲; 権限委譲理論; 理論,9965,0,3143,"宇宙軍が設立された事で、サイバーコムとNSAが選挙を守る能力が格段に上がった。

軍はその能力を使い、不正選挙対策をしっかり行なっていたので、証拠を掴んでいることは明白である。",no-images
5271,a-story-of-awakening-gore-to-gore-8-autobiography-125,ゴアにゴアに目覚める話８（放浪記１２５）,https://qryptraveller.com/a-story-of-awakening-gore-to-gore-8-autobiography-125/,publish,2022-04-03 04:47:00,2022-04-02 19:47:00,cryptra,放浪記,,5260,0,2073,,no-images
5275,awakening-to-gore-story-9-autobiography-126,ゴアに目覚める話９（放浪記１２６）,https://qryptraveller.com/awakening-to-gore-story-9-autobiography-126/,publish,2022-04-04 05:25:00,2022-04-03 20:25:00,cryptra,放浪記,,5260,0,2227,,no-images
5278,waking-up-to-gore-10-autobiography-127,ゴアに目覚める話１０（放浪記１２７）,https://qryptraveller.com/waking-up-to-gore-10-autobiography-127/,publish,2022-04-05 05:31:00,2022-04-04 20:31:00,cryptra,放浪記,,5262,0,1433,,no-images
5281,a-story-of-awakening-to-gore-11-autobiography-128,ゴアに目覚める話１１（放浪記１２８）,https://qryptraveller.com/a-story-of-awakening-to-gore-11-autobiography-128/,publish,2022-04-06 05:38:00,2022-04-05 20:38:00,cryptra,放浪記,,5263,0,2583,,no-images
5285,awakening-to-gore-story-12-autobiography-129,ゴアに目覚める話１２（放浪記１２９）,https://qryptraveller.com/awakening-to-gore-story-12-autobiography-129/,publish,2022-04-07 05:53:00,2022-04-06 20:53:00,cryptra,放浪記,,5264,0,2334,,no-images
5289,awakening-to-gore-13-autobiography-130,ゴアに目覚める話１３（放浪記１３０）,https://qryptraveller.com/awakening-to-gore-13-autobiography-130/,publish,2022-04-08 06:06:00,2022-04-07 21:06:00,cryptra,放浪記,,5266,0,2176,,no-images
5294,a-story-of-awakening-to-gore-14-autobiography-131,ゴアに目覚める話１４（放浪記１３１）,https://qryptraveller.com/a-story-of-awakening-to-gore-14-autobiography-131/,publish,2022-04-09 06:11:00,2022-04-08 21:11:00,cryptra,放浪記,,5267,0,2077,,no-images
5297,a-story-of-awakening-to-gore-15-autobiography-132,ゴアに目覚める話１５（放浪記１３２）,https://qryptraveller.com/a-story-of-awakening-to-gore-15-autobiography-132/,publish,2022-04-10 06:19:00,2022-04-09 21:19:00,cryptra,放浪記,,5299,0,2060,,no-images
5319,stories-of-awakening-to-gore-16-autobiography-133,ゴアに目覚める話１６（放浪記１３３）,https://qryptraveller.com/stories-of-awakening-to-gore-16-autobiography-133/,publish,2022-04-11 06:28:00,2022-04-10 21:28:00,cryptra,放浪記,,5300,0,2194,,no-images
5322,a-story-of-awakening-to-gore-17-autobiography-134,ゴアに目覚める話１７（放浪記１３４）,https://qryptraveller.com/a-story-of-awakening-to-gore-17-autobiography-134/,publish,2022-04-12 06:41:00,2022-04-11 21:41:00,cryptra,放浪記,,5301,0,1565,,no-images
5403,the-impact-of-russias-move-toward-a-gold-standard-is-beginning-to-be-felt-in-the-world-economy-the-gold-standard-is-not-yet-a-reality,ロシアが金本位制に向けて動いてる影響が世界経済に出始めている - （金本位制はまだ実現してません）,https://qryptraveller.com/the-impact-of-russias-move-toward-a-gold-standard-is-beginning-to-be-felt-in-the-world-economy-the-gold-standard-is-not-yet-a-reality/,publish,2022-04-03 07:14:45,2022-04-02 22:14:45,cryptra,オリジナル記事,Brics; ウクライナ; ゲサラ; ゴールドスタンダート; ネサラ; ロシア; 世界経済; 貴金属投資; 金投資; 金本位制; 銀投資; 革命,5406,3,6189,"ロシアが金本位制になったとの話題が各地で上がってますが、実際のところはまだ実現していません。

ですが、金本位制へと向かっている影響は各地に現れ始めているようです。",
5417,part-10-1-27-trump-still-has-real-power-and-the-theory-of-delegation-of-authority-is-amazing-explaining-why-from-a-legal-aspect,パート１０　１/２８ 　デボリューション理論,https://qryptraveller.com/part-10-1-27-trump-still-has-real-power-and-the-theory-of-delegation-of-authority-is-amazing-explaining-why-from-a-legal-aspect/,publish,2022-04-11 04:48:01,2022-04-10 19:48:01,cryptra,デボリューション理論の記事集,Devolution; Theory; クーデター; デボリューション; デヴォリューション; デヴォルーション; トランプ; 不正選挙; 情報戦争; 戦争; 権限委譲; 権限委譲理論; 理論,9965,0,2514,"今回の権限委譲理論パート１０は長くなるが、この記事集を読むことでアフガニスタンの状況、トランプの役割、アメリカの危機が理解できる。

コロナ及び、アメリカ政治の周辺には多くの「偶然」が存在しているが、トランプ大統領が中国に関税をかけた翌日から、上院でのトランプの弾劾裁判が始まったり、同じタイミングでコロナウイルスがアメリカにやってきたりしている。",no-images
5420,part-10-2-27-trump-still-has-real-power-and-the-theory-of-delegation-of-authority-is-amazing-explaining-why-from-a-legal-aspect,パート１０　２/２８ 　デボリューション理論,https://qryptraveller.com/part-10-2-27-trump-still-has-real-power-and-the-theory-of-delegation-of-authority-is-amazing-explaining-why-from-a-legal-aspect/,publish,2022-04-12 05:17:00,2022-04-11 20:17:00,cryptra,デボリューション理論の記事集,Devolution; Theory; クーデター; デボリューション; デヴォリューション; デヴォルーション; トランプ; 不正選挙; 情報戦争; 戦争; 権限委譲; 権限委譲理論; 理論,9965,0,2365,"政治的支配階級は全てを支配しており、全世界のあらゆる問題の根本原因になっている。

多くの政治家が腐敗している状況で、唯一それを止めることのできる勢力である米軍が「静かな戦争」を始めた。

トランプと米軍は支配層による政治的腐敗を終わらせるために戦っている",no-images
5425,part-10-3-27-trump-still-has-real-power-and-the-delegation-of-authority-theory-is-amazing-explaining-why-from-a-legal-aspect,パート１０　３/２８ 　デボリューション理論,https://qryptraveller.com/part-10-3-27-trump-still-has-real-power-and-the-delegation-of-authority-theory-is-amazing-explaining-why-from-a-legal-aspect/,publish,2022-04-13 05:44:00,2022-04-12 20:44:00,cryptra,デボリューション理論の記事集,Devolution; Theory; クーデター; デボリューション; デヴォリューション; デヴォルーション; トランプ; 不正選挙; 情報戦争; 戦争; 権限委譲; 権限委譲理論; 理論,9965,0,1753,トランプ氏は、オバマ政権によって腐敗しきった政府をアメリカ国民に取り戻すことを前提に、2016年の選挙戦を構築した。,no-images
5325,a-story-of-awakening-to-gore-18-autobiography-135,ゴアに目覚める話１８（放浪記１３５）,https://qryptraveller.com/a-story-of-awakening-to-gore-18-autobiography-135/,publish,2022-04-13 06:54:00,2022-04-12 21:54:00,cryptra,放浪記,,5308,0,1776,,no-images
5329,a-story-of-awakening-to-gore-19-autobiography-136,ゴアに目覚める話１９（放浪記１３６）,https://qryptraveller.com/a-story-of-awakening-to-gore-19-autobiography-136/,publish,2022-04-13 07:00:00,2022-04-12 22:00:00,cryptra,放浪記,,5309,0,2253,,no-images
5333,a-story-of-awakening-to-gore-20-autobiography-137,ゴアに目覚める話２０（放浪記１３７）,https://qryptraveller.com/a-story-of-awakening-to-gore-20-autobiography-137/,publish,2022-04-14 07:06:00,2022-04-13 22:06:00,cryptra,放浪記,,5310,0,2226,,no-images
5337,a-story-of-awakening-to-gore-21-autobiography-138,ゴアに目覚める話２１（放浪記１３８）,https://qryptraveller.com/a-story-of-awakening-to-gore-21-autobiography-138/,publish,2022-04-15 07:11:00,2022-04-14 22:11:00,cryptra,放浪記,,5311,0,2195,,no-images
5340,a-story-of-awakening-to-gore-22-autobiography-139,ゴアに目覚める話２２（放浪記１３９）,https://qryptraveller.com/a-story-of-awakening-to-gore-22-autobiography-139/,publish,2022-04-16 07:18:00,2022-04-15 22:18:00,cryptra,放浪記,,5312,0,2325,,no-images
5342,a-story-of-awakening-to-gore-23-autobiography-140,ゴアに目覚める話２３（放浪記１４０）,https://qryptraveller.com/a-story-of-awakening-to-gore-23-autobiography-140/,publish,2022-04-17 07:23:00,2022-04-16 22:23:00,cryptra,放浪記,,5313,0,2355,,no-images
5346,a-story-of-awakening-to-gore-24-autobiography-141,ゴアに目覚める話２４（放浪記１４１）,https://qryptraveller.com/a-story-of-awakening-to-gore-24-autobiography-141/,publish,2022-04-18 07:30:00,2022-04-17 22:30:00,cryptra,放浪記,,5314,0,1954,,no-images
5349,a-story-of-awakening-to-gore-25-autobiography-142,ゴアに目覚める話２５（放浪記１４２）,https://qryptraveller.com/a-story-of-awakening-to-gore-25-autobiography-142/,publish,2022-04-19 07:34:00,2022-04-18 22:34:00,cryptra,放浪記,,5315,0,2069,,no-images
5354,a-story-of-awakening-to-gore-26-autobiography-143,ゴアに目覚める話２６（放浪記１４３）,https://qryptraveller.com/a-story-of-awakening-to-gore-26-autobiography-143/,publish,2022-04-20 07:39:00,2022-04-19 22:39:00,cryptra,放浪記,,5316,0,1936,,no-images
5358,a-story-of-awakening-to-gore-27-autobiography-144,ゴアに目覚める話２７（放浪記１４４）,https://qryptraveller.com/a-story-of-awakening-to-gore-27-autobiography-144/,publish,2022-04-21 07:45:00,2022-04-20 22:45:00,cryptra,放浪記,,5317,0,1916,,no-images
5432,part-10-4-27-trump-still-has-real-power-and-the-delegation-of-authority-theory-is-amazing-explaining-why-from-a-legal-aspect,パート１０　４/２８ 　デボリューション理論,https://qryptraveller.com/part-10-4-27-trump-still-has-real-power-and-the-delegation-of-authority-theory-is-amazing-explaining-why-from-a-legal-aspect/,publish,2022-04-14 06:14:00,2022-04-13 21:14:00,cryptra,デボリューション理論の記事集,Devolution; Theory; クーデター; デボリューション; デヴォリューション; デヴォルーション; トランプ; 不正選挙; 情報戦争; 戦争; 権限委譲; 権限委譲理論; 理論,9965,0,2784,"オバマ政権が関わっている不正の一つにウラニウム・ワン事件があり、ロシアがカナダのウラン採掘業社を買収する際に賄賂の応酬があったとされている。

実際にヒラリー氏は一度の講演会で５０万ドルを受け取っていたり、買収をおこなったロスアトム社は恐喝、詐欺、マネーロンダリングなどの犯罪で知られていた。",no-images
5437,part-10-5-27-trump-still-has-real-power-and-the-delegation-of-authority-theory-is-amazing-explaining-why-from-a-legal-aspect,パート１０　５/２８ 　デボリューション理論,https://qryptraveller.com/part-10-5-27-trump-still-has-real-power-and-the-delegation-of-authority-theory-is-amazing-explaining-why-from-a-legal-aspect/,publish,2022-04-15 06:40:00,2022-04-14 21:40:00,cryptra,デボリューション理論の記事集,Devolution; Theory; クーデター; デボリューション; デヴォリューション; デヴォルーション; トランプ; 不正選挙; 情報戦争; 戦争; 権限委譲; 権限委譲理論; 理論,9965,0,1775,ウラニウム・ワンの取引は腐敗に満ちており、関係者はアメリカの国家安全保障を弱体化した上に超高額の賄賂を受け取っている。,no-images
